id,char
繡,鏽
鏘,鏘
寄,奇
邕,邕
樵,桂
舊,舊
翼,翼
軸,典
廊,廊
瀰,瀰
嶺,蕪
赦,敘
笙,笨
頊,頊
倒,倒
咱,琪
奔,奔
鴕,鴕
騷,騷
治,浩
趴,劫
逃,逃
盪,盪
此,此
垃,垃
擾,援
掙,掙
冢,冢
登,登
串,車
挑,挨
逐,逐
贏,贏
鍍,須
蟑,蟑
鉑,鉑
專,專
廖,廖
亙,亙
戛,要
勝,勝
騰,騰
與,與
喘,湍
寬,寬
臆,臆
非,非
妳,妳
歐,毆
肥,快
黃,黃
頌,頌
恥,恥
薪,薪
益,盜
世,世
攘,壤
往,往
耆,耆
汾,汾
氏,氏
杜,杜
樞,樞
撼,狷
燴,燴
謀,謀
棠,棠
怎,怎
檔,檔
丁,丁
臘,臘
完,完
柵,柵
穴,穴
首,首
軟,軟
痱,痱
跌,跌
玳,玳
琳,琳
蛆,旭
遭,遭
驥,驥
寐,寐
伺,旬
楔,枕
柴,柴
全,全
冕,曼
牘,牒
恙,恙
騫,騫
跪,瞄
晦,晦
緬,緬
捩,捩
姓,姓
鬧,鬧
孑,孑
雛,雛
遽,遽
詠,詠
出,出
者,者
仁,仁
棠,束
廂,廂
玨,玨
池,池
甘,甘
蚪,蚪
乘,乘
堤,堤
煎,煎
灸,灸
愜,愜
扒,扒
細,網
毛,毛
黠,黠
釉,釉
屍,屍
趁,趁
峻,唆
戕,戕
擒,擒
琪,洪
座,座
蓀,菠
叢,叢
迅,迅
妹,戕
蟑,蟑
詐,詐
取,取
翁,翁
虫,虫
粹,粹
菲,菲
痰,痰
云,云
天,天
權,稷
稱,稱
鹼,雖
壢,瀝
威,成
浮,淫
納,納
蜜,蜜
嫻,娜
闆,闊
扁,扁
姍,姍
述,述
硬,破
莖,莖
糸,禾
脣,脣
喋,嗥
嫉,嗾
坷,坷
嘮,嘮
窄,窄
眨,政
嬪,嬪
訃,訃
蚪,蚪
纜,續
莘,莘
齜,訕
奪,奪
扳,拆
春,春
症,疾
容,容
磺,磺
翩,翩
堰,堰
嫵,嫵
罩,罩
檄,敖
蝨,蝨
褓,褓
謁,韻
堅,堅
撒,撒
岑,岑
接,接
彗,彗
唔,唔
鐃,殘
訊,訊
鴛,鴛
咽,咽
貽,貽
哇,哇
垮,垮
槳,羿
異,異
升,升
兗,兗
關,闡
湍,湍
羈,羈
稻,稻
螳,螳
變,變
紀,紀
逾,迥
勾,勾
幀,幀
瀾,瀾
眼,眩
烽,烽
綞,綞
靜,靜
燜,燜
齦,齦
唳,唳
釦,釦
竹,竹
癖,癖
視,視
鰾,鰾
邸,邸
舐,舐
瘁,瘁
十,十
禮,稷
巒,鄉
臥,臥
霎,霎
默,獸
妙,秒
鄭,鄭
怨,怨
闋,闋
彫,彫
雹,雹
屠,屠
鈽,鈽
蠟,蠟
額,額
蔭,蔭
匣,鳥
旨,百
虧,虧
謊,謊
廠,廠
綺,綺
緣,緣
舍,語
栗,宋
吞,吞
肩,肩
駐,駐
樓,樓
紙,紙
蛹,蛹
池,泄
奘,斐
喪,喪
胃,霄
記,記
撈,撈
雯,咨
組,租
紜,紜
輯,鞣
咬,咬
獗,獗
楊,楊
錨,錨
竄,富
貶,貶
奴,奴
嫵,嫵
旋,旋
雄,雄
回,回
筵,筵
功,功
匹,匹
繃,繃
畏,畏
稱,稱
壬,令
鰭,鰭
胄,胄
賢,賢
蒙,萼
鴿,鋸
琅,瑛
羋,半
塗,垂
呷,呷
戰,載
溺,溺
婚,婚
穎,壯
冒,冒
眺,眺
姦,姦
肺,肪
冬,咨
持,培
滅,滅
鞦,揪
佑,估
騫,騫
螳,螳
丹,丹
陛,陛
綿,錦
拴,拴
穩,穩
扭,扭
隊,隊
閃,閃
棒,棒
蟬,嬋
氟,氣
仆,仆
諧,諧
慚,慚
掖,掖
蚯,蚯
軀,軀
癥,癥
筏,筏
摘,摘
收,收
磅,誇
嫦,嬋
牝,牧
豌,豌
耽,耽
妨,妨
辜,辜
嚼,嚼
純,絕
喧,喧
鷓,驗
恙,恙
裕,裕
翟,翟
辱,辱
柄,柄
退,退
痢,痢
劍,釧
飩,飽
撿,撿
逵,逵
撼,娼
晶,晶
泡,泡
被,放
朗,跼
嘲,嘲
苓,苓
鍥,鍥
狂,狂
礙,淑
齲,齲
傷,傷
擱,攔
燄,燄
諄,諄
呱,呱
鎔,鈴
蔽,癩
證,證
剿,剿
壞,壞
嚐,嚐
砷,砷
瞿,要
辜,辜
餉,餉
迆,迆
熊,熊
汕,汕
睥,睥
顫,顫
紡,紡
鵡,鵡
搓,搓
附,附
嬉,嬉
并,并
毫,毫
熔,熔
霍,要
養,養
瞻,瞻
咱,咱
拼,拼
沒,沒
胸,胸
鼎,嶄
捂,捂
酷,醋
詭,詭
誇,詬
賃,賃
表,表
融,融
毀,毀
牘,牘
體,體
嚮,嚮
哉,哉
囂,囂
隧,昆
耜,娼
而,而
鍰,鍰
兄,兄
奏,奏
槽,槽
墜,墜
廓,扁
陵,陸
娃,娃
觴,觴
秉,秉
動,動
鎖,鏡
薰,薰
紅,紅
兆,兆
褫,褫
繭,繭
剛,剛
逢,逢
騫,騫
鈉,鈉
鐘,鍾
邑,邑
速,速
憚,憚
歹,歹
賣,賣
如,柏
憔,遜
軸,軸
塘,塘
徹,徹
嚥,嚥
爻,爻
薰,薰
檢,檢
按,按
覦,覦
矯,矯
適,逸
歌,歌
札,枯
鑣,鑣
昌,昌
朽,朽
帳,帳
扭,扭
鷓,鷓
挖,挖
俸,佯
裊,梟
興,興
大,大
櫓,櫓
際,際
顎,顎
募,慕
翁,翁
嬌,憔
託,記
渡,渡
澀,澀
燦,燦
孳,孳
甩,甩
噢,噢
壯,壯
幛,幛
舀,舀
霉,霉
輝,輝
樞,樞
輜,輜
檬,撤
右,右
岳,岳
麓,麓
螫,螫
采,采
鑑,鑑
悖,悸
運,運
嗷,嘟
覓,房
埠,埠
瞇,瞇
汾,汾
蠶,蠶
侵,侵
艾,艾
景,景
丘,丘
綺,綺
浬,浬
噎,噎
夸,夸
芬,荼
猶,插
贅,贅
鐃,鐃
廿,並
咎,咎
妝,妝
譏,誇
逵,逵
摔,摔
切,切
已,已
祟,祟
抓,抓
潔,潔
赭,祐
饑,饑
肄,肄
肚,肚
爭,爭
蚣,蚣
梭,梭
菁,青
紕,紕
俟,俟
韻,韻
爺,釜
迅,迅
裕,裕
朦,朦
府,府
外,兄
礙,礙
痴,痴
阻,阻
遏,遏
魘,膚
資,資
霸,霸
暫,暫
躬,躬
難,難
遨,滿
督,苔
綱,綱
知,知
嗑,嗑
倘,倘
癮,癮
只,兄
慌,慌
印,卯
壇,壇
潛,潛
齜,齜
鉋,皰
股,股
叼,叼
進,進
肥,肥
釵,釵
弛,弛
橘,橘
遺,遺
賜,賜
舌,舌
席,席
斷,斷
騰,襤
槳,槳
諍,諍
苟,苟
岔,岔
及,及
枋,枋
啣,啣
唳,嗅
霎,霎
羌,羌
拗,拗
紛,紛
攪,攪
裨,褲
匕,匕
弔,弔
閂,閂
桿,樟
猿,猿
陴,陴
櫻,櫻
啦,啦
茂,茂
岫,岫
淘,淘
科,科
刁,刀
杏,杏
颺,颺
沈,沈
做,做
敝,敝
秧,破
蹈,蹈
發,發
濂,濂
羞,羞
澆,澆
瑤,搖
霏,要
嚏,嚏
懣,滇
侍,侍
嘗,嘗
促,促
薩,蔭
跡,跡
顏,顏
譎,譎
宙,宙
征,征
癆,居
擰,獰
慰,慰
匿,匿
蜈,快
歲,歲
尹,尹
夫,夫
糾,糾
攙,饞
並,並
鷹,鷹
陸,陸
徨,徨
罐,罐
鐵,鐵
拄,拄
鐳,鐳
塢,鴣
泥,泥
父,父
袁,袁
晝,畫
浬,淮
傑,傑
吸,吸
莓,莓
溼,溼
隔,隔
欺,欺
玩,詬
翠,翠
峙,峙
族,放
渭,渴
迢,逅
鼎,鼎
峽,峽
滔,滔
溺,溺
抿,抿
鼠,鼠
吮,吮
椎,椎
造,造
揩,揩
魔,魔
鉛,鉑
脩,惰
艘,艘
楠,楠
屜,屜
雹,要
高,高
洗,洗
殯,殯
移,格
槐,槐
姐,旺
油,油
膜,膜
燧,任
熾,熾
端,瑞
嗨,嗨
巢,巢
鹼,鹼
謝,謝
問,問
碌,碌
鐺,鐺
儂,僕
蘸,藤
廚,廚
蝗,蝗
泅,涸
缽,缽
鬱,鬱
剜,剜
號,號
懸,懸
颼,颼
綵,綵
徵,微
淪,淪
始,始
贍,贍
神,神
囪,囪
務,務
閃,閃
氾,氾
浦,浦
群,群
矩,矩
甩,甩
匪,匪
賦,賦
悔,憚
塚,冢
攆,攆
鬲,鬲
崑,崑
頑,頑
寮,寮
夾,夾
詔,詔
癸,癸
竽,竽
櫓,檜
雀,管
柱,症
蓉,茶
單,單
旅,旅
卵,卵
康,陣
趕,起
脾,脾
茶,荼
炙,炙
槍,桅
磕,禧
是,長
粥,粥
忱,忱
飴,飴
段,皮
棟,棟
來,來
祠,祠
撩,撩
麟,鷓
聲,察
兇,臾
綜,綜
撤,撤
荊,荊
礦,礦
襠,襠
鄹,剽
諷,諷
俊,俊
爛,爛
倚,倚
勒,劫
轂,轂
營,營
霆,霆
承,承
弗,弗
恥,恥
的,苗
鈾,釦
暉,暉
窕,求
闡,闡
遘,遘
猴,猴
噪,噪
虜,虜
博,博
垣,垣
返,返
妮,妮
鵪,鵪
會,舍
趨,趨
悼,悼
蚪,蚪
嗓,嗓
避,避
暉,暉
菩,菩
裔,裔
禾,采
誘,詬
曲,曲
嘆,咦
玄,玄
僥,僥
耀,耀
停,停
楊,楊
諱,諄
漕,漕
思,思
咆,咽
捷,捷
梳,梳
徵,微
晴,晴
庚,庚
邁,邁
儡,偶
想,想
悻,悻
妒,始
斷,斷
餡,餡
賢,賢
靴,靴
滾,滾
笠,笠
崎,啃
荼,荼
黨,黨
府,氏
瑁,瑁
由,由
健,傑
佐,佐
蠡,蠡
宣,宣
亥,夜
喔,俊
蝴,蝴
汝,洪
舂,舂
森,森
妙,妙
擁,擁
峽,快
駝,駭
瘦,瘦
驢,驢
磬,磬
頌,頌
栗,哭
杯,杯
疾,疾
扇,扇
隧,隧
潸,潸
踴,踴
陛,陛
貍,貍
挺,挺
尬,尬
敲,敲
挫,挫
廳,廳
槐,槍
茱,茱
膾,惰
呎,呎
鍾,鍾
睽,睽
斐,斐
擊,擊
趣,趣
倫,倫
鰱,鰱
貯,貯
谷,谷
緊,緊
伉,庇
奸,奸
斐,斐
荻,荻
撚,撚
舊,舊
綏,綏
用,吊
琿,琿
賬,瞑
孟,孟
耗,耗
娃,娃
匏,飽
貫,費
絀,絀
斤,斤
佔,佔
墮,壁
功,功
熟,熟
衡,衡
飧,飧
嘯,嘀
啟,啟
由,由
構,構
拂,捕
錯,錯
閂,閂
比,叱
邁,這
帆,帆
回,回
蠅,繩
掀,掀
耘,蚣
彿,佛
覲,覬
婚,婚
磚,磯
阡,阡
圾,汲
嬤,嬤
喧,喧
薜,薜
茴,茵
蘇,蘚
藉,藉
閡,閡
快,伏
提,捏
眶,眶
硯,硯
虱,雖
掉,掉
給,給
砌,砌
榨,榨
攘,壤
嫂,嫂
扈,扈
幻,綱
耶,耶
駛,駛
臃,臃
抗,捻
齋,兗
妤,抒
療,痔
夙,夙
側,側
珊,珊
店,店
豫,豫
婀,婀
珍,珍
抖,計
柏,枯
鰾,鰾
去,去
亡,亡
嫣,妖
登,登
晤,晤
飲,飲
颳,股
鍊,鍍
慢,憚
杭,杭
宙,宙
洞,洞
吐,吐
覺,魯
怡,胎
詆,仟
史,央
雨,雨
麻,麻
聶,孟
汁,沖
曝,曙
漾,渴
夏,夏
匈,匈
肢,肢
疳,疳
牢,牢
更,更
瑜,瑜
抗,抗
赧,赧
款,款
聽,聽
弘,弘
群,群
銅,鋼
蓆,蔗
狄,狄
托,托
秣,秣
坏,坏
韃,韃
釗,釗
舔,舔
睨,睨
砭,砭
磁,磁
矜,矜
彙,彙
汞,汞
颯,颯
磨,磨
稿,稿
真,真
扯,扯
利,利
胛,胛
霎,霎
愴,愴
嗑,嗑
淡,沃
赭,揣
伺,肩
瞬,囌
諭,瑜
含,含
躇,躇
瀆,漬
林,林
祗,祗
洽,洽
兩,兩
豆,豆
飴,飴
華,華
圾,圾
盤,盤
螢,螢
輦,輦
瑯,瑯
爽,效
麋,麋
僥,僥
惰,佛
疊,疊
遜,遜
尿,尿
邊,攙
水,水
壙,壙
法,法
灌,灌
鍾,鋒
孰,孰
畸,跨
救,救
雋,雋
弼,弼
棗,棗
缸,缸
瀆,瀆
糙,糙
禿,禿
苒,苒
再,再
祺,祺
鈕,鈕
胥,胥
憑,憑
重,垂
祇,祗
淌,淌
筋,飭
醉,醉
棚,棚
公,公
晴,晴
良,良
京,京
岸,岸
禿,尤
嫣,嫣
弦,弦
卑,卑
坊,坊
搏,搏
笞,笞
蓋,蓋
晝,書
霸,霸
腥,腥
飛,飛
敞,敞
揣,捎
碗,碗
庾,庾
唾,唾
鋅,鋅
敬,設
廉,廉
侮,俑
騫,鴦
采,菜
藥,藥
穿,穿
腰,腰
襟,襟
釧,斜
靶,靶
襟,襟
姊,姊
劇,劇
逖,逖
層,層
欲,欲
演,演
蠍,撒
掉,掉
琴,琴
豬,豬
意,莞
餓,飴
近,近
址,址
釋,釋
姆,姆
慮,慮
穿,穿
冶,冶
富,富
軒,軒
兵,兵
恃,恃
牖,柵
扼,扼
犯,犯
吐,吐
呂,宮
嶄,嶄
斃,荒
森,森
瘀,瘀
益,益
環,環
霍,霍
載,載
拿,專
湊,漆
舞,舞
布,布
惋,惋
刻,封
脹,脹
未,末
側,側
酷,酷
套,套
絲,絲
爨,爨
澆,澆
坼,坼
攔,攔
噱,噓
偃,倦
店,店
撒,敬
疤,疤
倔,倔
甜,甜
嚎,嚎
捲,指
默,默
盯,盯
翠,翠
勝,勝
漩,漩
溶,溶
汗,汗
滑,滑
卮,卮
顯,顯
捨,捨
睏,睏
腆,腆
趕,趕
靛,靛
洱,沮
填,填
覦,覦
災,災
嘯,哺
詳,詳
記,訪
燴,燻
搞,搞
曳,它
涵,涉
立,玉
綻,綜
支,支
禱,精
螻,螻
店,應
筷,敘
絕,絕
堡,臣
汕,汕
敖,散
竊,竊
蟆,蟆
晝,晝
畔,畔
嘴,嘴
謎,謎
妣,紕
弟,弟
黏,黏
舀,舀
鸚,鸚
坏,坏
玨,玨
役,役
渭,渴
簽,簽
嗽,嗽
含,谷
鎖,鎮
娟,娼
刎,刎
驕,驕
額,額
酵,酵
誦,誦
蓿,蓿
蔑,蔑
隱,膜
己,己
拉,拉
印,印
劣,劣
幽,幽
甥,甥
渺,助
蟈,蟈
芳,芳
姦,姦
雋,雋
揭,揭
朋,朋
謄,騰
閔,閡
巾,巾
盛,盛
轟,轟
肢,肢
膛,膛
濫,濫
瘍,瘍
奕,宗
其,共
魷,魷
奇,奇
訟,訟
絆,絆
簪,簪
楓,楓
醇,醇
璽,璽
蜢,蝠
萊,茉
篁,篁
香,香
崢,崢
篇,篇
輿,輿
些,些
舷,孩
氖,氖
蜃,蜃
謎,諾
平,平
鰱,鰱
庇,庇
眶,眶
哈,浴
這,這
騖,騖
姦,姦
褚,褚
弼,弼
傳,傅
鄱,鄱
呱,呱
煬,煬
付,付
鶯,鶯
禍,禍
呎,咀
報,段
廬,塵
麝,麝
竇,竇
末,末
萄,萄
杯,杯
沮,沮
舶,舶
賓,賓
髓,髏
攣,攣
嶄,嶄
姐,俎
碩,磷
受,受
攣,攣
荔,荔
氫,氫
倒,倒
貌,貌
鴒,鴒
言,言
侏,侏
萌,萌
有,荊
金,金
柳,柳
妃,妃
驪,輾
嬌,媾
狸,狩
霑,霑
懦,懦
盂,盂
撇,撇
幫,葬
吟,吟
豪,豪
迂,迂
耐,耐
吐,吐
殉,殉
今,今
獰,答
紅,紅
鈉,皰
烊,烊
警,警
紗,紗
韆,韆
縊,縊
來,來
聖,娶
套,奔
邵,邵
潔,潔
逵,迄
框,框
慇,慇
嗟,吒
紇,紇
蜓,蜢
哎,哎
訝,訝
皓,皓
北,北
唷,唷
系,系
筠,箔
砂,球
茁,茁
痞,低
縲,縲
怔,怔
洞,洞
杞,杞
刃,刃
仲,紳
泣,泣
襤,襤
怵,林
騫,騫
還,暹
殃,殃
副,副
楨,楨
彈,彈
滲,滲
猿,猿
膠,膠
芟,芟
蘑,菌
規,規
睥,睥
頡,頡
孤,弧
巾,巾
誕,誕
拱,拱
痱,痱
棘,棘
字,字
羹,羹
逢,逢
亮,亮
傘,傘
戒,戒
銳,銳
迢,迢
銷,銷
剃,剃
拯,拯
韆,鞭
阿,阿
犯,犯
孵,孵
彙,彙
沿,沿
揪,揪
裹,裹
撓,撓
川,川
燬,燬
瑩,瑩
煌,惶
阡,阡
權,權
究,究
並,並
擅,擂
靠,靠
乞,乞
攻,次
丸,丸
氳,氣
蹲,蹲
仳,枇
刎,刎
扭,扭
洋,洋
霞,霞
鶉,鶉
爽,夾
矮,矮
霾,霾
粥,粥
篛,第
抓,抓
鉛,鉻
富,富
係,係
掄,掄
府,府
亡,亡
貸,貸
鋒,鋒
煞,煞
肫,盹
橋,橋
閉,閉
偃,偃
留,鬍
俠,俠
壇,壇
遏,遏
戟,戟
耳,耳
蒿,蒿
橙,橙
溢,溢
魘,饜
凜,凜
絆,絆
丑,丑
絮,絮
鄧,鄧
癥,癥
嘿,嘿
握,握
實,實
雞,雞
嚎,嚎
籍,籍
嘩,嘩
鱗,鱗
鼇,鼇
鹼,鹼
範,範
釗,釗
聞,聞
玟,琅
貧,貧
斧,斧
離,離
銷,銜
恕,恕
噫,噫
荏,荏
島,島
蔥,蔥
瘴,瘴
猶,猶
焦,焦
筷,筷
畔,畔
危,危
努,努
軌,軌
拋,拋
蓮,蓮
伐,伐
顏,顏
澱,澱
祕,祕
顰,顰
狼,狠
鉤,葫
碉,碉
主,主
裝,蒸
鴕,鴕
豈,豈
徑,徑
岱,岱
袱,袱
勻,勻
刀,刃
餉,餉
墳,墳
愉,惻
疫,痰
破,破
和,和
柯,何
郡,斫
檜,檜
瓏,瓏
范,范
啤,埤
攙,攙
迢,迢
浦,浦
篆,篆
矩,矩
驀,暮
暑,暑
逗,逗
廿,廿
摩,摩
莢,荒
飼,飼
鞋,鞋
憲,憲
灣,濤
顰,顰
蛟,姣
朴,朴
拄,掠
瑰,瑰
呻,咋
仍,估
紫,紫
盲,盲
躇,躇
遜,遜
吃,吃
偵,偵
良,良
大,大
搜,搜
臏,膜
粉,粉
齪,齪
鵠,鵠
業,業
信,信
蕙,蕙
臼,臼
毋,次
除,流
瀚,瀚
今,分
曦,曦
扮,說
辮,辮
區,區
湃,湃
踹,踹
走,走
羯,羯
梔,梔
漯,漯
汪,汪
銜,銜
農,農
矽,矽
彗,彗
淆,淆
燉,燉
盤,墊
紀,紀
萍,萍
懸,懸
謙,謙
殖,殖
測,測
敏,舶
位,位
疼,痔
葦,葦
緩,緩
懿,懿
碼,碼
釀,曠
線,線
諺,涉
憚,憚
絃,絃
吵,吵
泥,泥
也,巴
涯,涯
收,收
獸,獸
楞,楞
隔,隔
踐,路
籲,籲
迄,迄
咨,咨
鸚,鸚
旗,旗
稈,稈
粉,粉
色,色
渭,渭
閻,閱
湃,湃
責,責
馴,馴
醇,驅
黔,黔
歹,歹
煎,煎
娥,娥
曾,曾
窯,窯
脊,脊
灑,灑
脯,脯
誤,謨
暮,茗
尹,尹
維,統
撰,採
煙,煙
跼,跼
顛,顛
兒,兒
賴,賴
澎,澎
嶝,嶝
岐,岐
琵,琵
頰,頰
殖,殖
保,保
慎,懂
縱,縱
注,注
艙,艙
咸,戌
蟹,蟹
赧,根
輓,輓
榭,榭
爽,爽
釋,釋
率,辛
貶,貶
冶,冶
鋤,跚
譚,譚
倦,捲
落,落
傷,傷
條,紇
莘,莘
詩,詩
羯,羯
問,問
膳,膳
翳,駁
卡,卞
了,了
根,根
返,返
褶,褶
嗣,嗣
穡,穡
箏,箏
惜,惜
舵,舵
忝,庶
魚,魚
里,里
殃,殃
討,計
忍,忌
奏,秦
迦,迦
渡,滾
鋤,鋼
克,克
阱,阱
臂,臂
弊,努
蜢,蜢
傻,僱
匯,陲
謬,謬
嗟,嗟
溪,溪
失,失
褚,褚
蝶,蝶
霎,霎
腕,腕
江,江
妍,妍
庠,庠
嬪,嬪
紙,紙
陷,陷
鱷,鱷
蹺,蹺
顎,叛
包,包
弄,弄
擱,擱
蘗,蘗
蠹,羹
職,職
夢,螢
並,並
頁,頁
翼,燙
金,金
遜,遜
薑,薑
超,超
幅,幅
力,力
蘇,蘇
戰,戰
淵,淵
俑,俑
妣,枇
杏,杏
麼,麼
秀,秀
跚,跚
鏜,鏜
喳,暨
餃,餃
硃,硃
韋,辜
制,制
掩,掩
恿,恿
悽,悽
瘡,瘡
濂,濂
攤,攤
紮,紮
托,杞
臻,臻
逆,逆
帛,帛
祝,祝
喋,喋
琅,琅
輕,輕
罄,罄
許,許
物,物
瓊,瓊
岳,岳
甦,甦
執,執
象,炙
蛙,蛙
倚,脩
壯,壯
佃,佃
致,踝
魚,魚
唸,捻
廟,廟
臧,臧
鵑,鵑
牙,牙
蝌,蝌
剖,剖
據,據
延,延
梃,挺
鯉,鯉
謊,謊
嘯,嘯
惑,惑
酌,酌
所,所
哇,哇
葩,葩
迥,迥
財,財
首,首
忠,忠
軍,軍
瑣,姣
啖,啖
牖,牖
摸,菠
迂,迂
澳,漫
遣,盡
榕,榕
戴,戴
模,模
榆,榆
創,創
匏,匏
割,割
兇,男
膾,膾
煤,燎
夠,夠
矯,矯
逅,逅
瞭,瞭
丐,丐
彪,彪
悽,悽
郵,郵
巾,巾
鉗,鉗
藍,藍
倔,倔
蠱,亞
嫘,縲
踴,踴
后,后
嫁,嫁
氫,氫
螃,螃
爍,件
崆,崆
侃,侃
龔,龔
漿,漿
耶,耶
柚,柚
篇,篇
挈,挈
鑣,鑣
舢,舢
玖,玖
濠,濠
髻,髻
膿,膜
髮,棄
袈,架
搏,坤
赦,規
媾,媾
僮,痿
叉,文
瘧,瘧
以,以
闐,閡
叱,叱
諸,諸
鞠,翰
蚵,蚓
輟,輟
搗,搗
仳,仳
苓,苓
網,網
乾,乾
閭,閭
羲,霧
唱,吃
狙,組
弘,弘
寵,寵
蜿,蜿
兢,兢
蛹,蛹
趁,趁
技,挽
凡,凡
嘆,嘹
擲,擲
床,床
腹,腹
晶,勗
琢,琢
腆,腔
閩,閩
披,披
津,津
茫,茫
芙,芙
魯,魯
末,末
熬,熬
注,注
場,垢
溼,溼
姻,姻
舔,舔
強,強
犧,犧
鍰,鍰
仰,仰
閃,閃
砥,砥
刨,刨
溉,溉
慷,慷
皚,瞳
責,責
稱,稱
揖,揖
蒲,菠
誨,誨
趕,趕
技,技
蝴,蝴
抬,抬
柞,祚
鄱,貊
繅,繅
亥,亥
鸚,鸚
賒,賒
撩,撥
盎,盎
捫,捫
垢,垢
膨,膨
某,某
材,材
譴,謹
墓,墓
孿,寮
悟,悟
世,世
姘,析
訛,訛
晶,晶
弔,弔
催,催
栓,栓
腸,煬
燥,煉
役,役
褒,褒
分,兌
懈,懈
伊,伊
淮,渣
纂,篡
依,依
牧,牧
滬,滬
繆,繆
車,車
鴨,鴨
飄,飄
刷,刷
引,引
毯,毯
燈,燈
邪,邪
木,太
鞍,鞍
疼,疼
員,頁
鼻,鼻
驀,驀
匹,匹
少,少
綱,綱
鈴,鈴
貨,貨
祗,祗
轅,兢
褂,褂
斃,斃
熄,熄
護,護
鎖,鎖
膏,膏
呃,呃
抹,抹
運,運
諫,諫
監,監
吻,吻
祝,祝
嘍,嘍
藪,藪
駁,駁
旅,放
嘻,嘻
彤,舟
愀,愀
易,男
射,躬
誥,訖
恨,恢
巽,巽
峪,峪
偶,偶
慷,慷
鷺,鷺
科,科
新,款
贅,螫
否,否
萱,萱
貳,貳
理,理
鵲,鵲
風,風
毀,毀
道,送
叮,叮
姐,咀
榭,榭
鱔,鱔
霄,霄
藐,藐
奮,奮
脹,胰
桓,杞
絮,絮
臘,臘
衡,衡
傻,僱
邇,邇
秀,秀
嬌,嬌
淇,洪
評,評
鍍,鍍
簽,簽
渦,滑
楨,楨
閃,閃
槨,槨
楔,楔
販,販
筆,羋
逖,刨
漱,漱
裘,裘
您,悠
躺,躺
耕,耕
常,常
邦,邦
奄,奄
停,停
政,跋
充,充
鬨,鬧
春,春
息,鳥
特,牯
鼠,鼠
餒,餒
費,番
造,造
耆,耆
仕,仕
葷,蕪
岳,岳
隴,隴
扼,孜
奄,奄
皆,皆
啞,啞
簸,簸
許,沖
誕,誕
跚,跚
問,問
面,面
裟,裟
懷,樣
完,完
薇,菸
扉,扉
蒞,茫
指,指
炳,炳
筷,筷
閱,閱
几,颳
瞞,赫
矮,矮
凍,凍
雪,雪
冷,冷
辭,辭
快,快
植,植
鄱,鄱
僮,僮
迴,迥
哭,哭
終,終
雉,雉
農,農
萃,萃
腆,腔
蕊,蕊
腔,腔
俎,役
爻,爻
誥,誥
咳,咳
疝,疝
踵,遊
術,術
沼,沼
呂,思
虛,虔
詆,詬
剝,剝
賜,賜
氨,氨
嘹,嘹
爵,爵
起,起
距,距
窒,窒
牒,牒
股,股
嫌,嫌
薩,薩
荼,荐
緣,毯
拱,拱
惡,惡
椎,椎
貪,貧
棧,棧
燻,燻
腺,睬
慰,慰
頁,頁
帆,帆
樅,樅
容,容
祠,祠
霄,霄
劉,劉
哎,哎
恍,恍
蒼,蒼
培,培
豚,豚
熙,燕
凳,兌
黑,黑
譁,蔭
潺,擴
瀋,瀋
淙,澡
倀,倀
麒,麒
舅,舅
烘,煤
白,白
癖,癖
咕,咕
室,室
米,米
癥,癥
娣,姊
牛,午
劈,劈
奉,奉
奠,奠
乓,乓
吃,吃
皇,皇
番,爻
括,拈
灸,灸
稅,稅
曹,蔭
管,管
油,油
傘,傘
芻,芻
躍,躍
于,于
忿,名
蹬,蹬
漳,率
犒,犒
犛,犛
歿,歿
坤,坤
瀟,瀟
弭,弭
霉,霉
匡,匡
輿,典
戟,叩
萄,萄
偎,偎
虫,虫
采,采
句,勻
塹,輕
嘲,嘲
政,政
佰,佰
斗,斗
詛,詛
勵,勵
汲,汲
瘟,疽
轍,敞
伴,伴
句,句
訂,訌
仗,仗
錘,錘
擦,擦
縑,嫌
義,義
緊,緊
拐,拐
秦,券
統,統
飧,飧
炫,炫
取,取
笞,笞
枴,枋
譯,譯
恫,迥
蔭,蔭
共,共
窩,高
妾,妾
槌,槌
摹,摹
紗,約
攀,攀
宋,宋
檀,檀
償,擋
嶺,嶺
矇,矇
氳,氳
豌,豌
癮,癮
孝,孝
缶,缶
式,式
悽,悽
買,買
張,奈
學,學
荐,荐
軋,軋
膀,膀
勦,勦
錠,超
陰,陰
歸,歸
坎,坎
琊,琊
謀,諜
雷,雷
歷,歷
蒞,蒞
侵,侵
東,柬
季,季
愈,愈
慾,慾
齒,齒
俟,係
屹,抵
佩,佩
反,兵
嘶,嘶
濛,找
耜,耙
賜,賜
急,急
乩,乩
忱,惋
兢,兢
牙,牙
鍵,鍵
娓,娓
士,士
勸,勸
網,鋼
杭,杭
儒,儒
顓,顓
挑,抹
斥,斥
瘓,瘓
蔡,察
亂,亂
勞,勞
觸,觸
疆,疆
長,長
隘,隘
蠟,蠟
朋,朋
鉀,鉀
畢,畢
酵,畦
號,號
隨,隨
礎,礎
圓,圓
添,添
瞻,瞻
歟,歟
櫻,楞
拭,拭
妝,壯
絞,絞
鈞,鉤
寤,寤
疥,疥
倨,倨
磴,磴
瑟,瑟
鷂,鷂
繭,繭
橙,橙
吾,吾
氨,氯
轅,報
鬃,鬃
崇,崁
這,這
犁,犁
彆,彆
氧,氣
怏,姣
